Name,Rating,Number of Ratings,Price,Winery,Alcohol content,Bold,Tannin,Sweet,Acidic,Country_Region,Goat cheese,Blue cheese,"Rich fish (salmon, tuna etc)",Appetizers and snacks,Lean fish,Poultry,Sweet desserts,Veal,Aperitif,Beef,Spicy food,Cured Meat,Fruity desserts,Vegetarian,Lamb,Mushrooms,Pasta,Mild and soft cheese,Shellfish,"Game (deer, venison)",Mature and hard cheese,Pork
Alentejano Branco 2019,3.9,252,23.49,Fitapreta,12.5,44.8,46.29526972,6.61,38.08,Alentejano,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Pombal do Vesuvio Douro 2015,4.0,986,26.95,Quinta do Vesuvio,13.5,76.2,52.9,13.77,42.58,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Encruzado 2018,3.8,78,23.0,Mariposa,13.5,46.36,46.29526972,9.05,67.97,Beiras,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Douro 2016,4.0,113,19.17,Quinta do Infantado,14.0,77.01,58.23,13.16,47.75,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5 Year Old Malmsey Madeira (Rich) N.V.,3.8,1291,25.99,Blandy's,19.0,85.0,46.29526972,85.0,68.23,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colheita Branco 2019,3.8,873,14.99,Esporão,14.0,47.68,46.29526972,16.05,38.05,Alentejano,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Fine Tawny Port N.V.,3.9,870,25.99,Quinta da Romaneira,19.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reserva Alicante Bouschet 2018,4.1,40,15.49,Aluado,13.5,69.35,34.34,5.48,42.47,Lisboa,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Trinca Bolotas Alentejo Tinto 2020,4.0,1202,10.95,Herdade do Peso,14.0,67.22,44.39,17.43,43.36,Alentejano,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Duas Quintas Tinto 2019,4.1,2159,17.99,Ramos Pinto,14.0,79.09,54.84,10.86,43.76,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Vinho Verde 2019,3.9,855,17.0,Aveleda,9.1,6.23,46.29526972,2.33,78.06,Minho,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Assobio Douro 2017,3.8,2992,13.12,Esporão,13.0,71.89,53.03,12.6,43.68,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Tawny Porto N.V.,3.9,239,23.49,Casa Santa Eufemia,20.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Torre de Vila Nova Vinho Verde 2016,3.9,120,14.0,Casa de Vila Nova,11.5,6.59,46.29526972,2.63,76.55,Minho,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Madeira Fine Rich Sweet (3 Year Old) N.V.,4.0,88,25.0,Broadbent,19.0,85.0,46.29526972,85.0,67.87,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fine Tawny Porto N.V.,3.9,1396,18.99,Sandeman,19.5,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rainwater Medium Dry Madeira N.V.,3.8,217,25.0,Cossart Gordon,18.0,85.0,46.29526972,77.96,63.99,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tawny Porto 10 Years Old N.V.,4.0,539,14.49,Quinta do Infantado,20.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Late Bottled Vintage Port 2004,4.1,614,34.99,Warre's,20.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
10 Year Old Bual Madeira (Medium Rich) N.V.,4.1,909,30.99,Blandy's,19.0,85.0,46.29526972,83.97,65.31,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Escolha dos Enólogos 2020,4.1,85,22.0,Herdade de São Miguel,14.5,65.46,41.74,11.66,42.46,Alentejano,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Warrior Finest Reserve Ruby Port N.V.,3.8,2338,19.99,Warre's,20.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Fine Rich Madeira N.V.,3.9,523,21.99,Sandeman,19.0,85.0,46.29526972,83.49,58.48,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nat Cool 2021,3.8,430,22.0,Niepoort,11.0,70.65,56.89,4.3,52.38,Beiras,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
10 Year Old Sercial Madeira (Dry) N.V.,3.9,679,14.49,Blandy's,19.0,85.0,46.29526972,66.3,67.75,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Contacto Alvarinho 2021,3.9,1672,19.5,Anselmo Mendes,12.5,12.4,46.29526972,1.11,77.14,Minho,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Fine White Port N.V.,3.8,856,25.99,Cockburn's,19.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Douro Redoma Branco 2020,4.2,580,31.12,Niepoort,12.0,44.76,46.29526972,4.8,63.5,Duriense,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Esporão Reserva Branco 2018,4.1,3256,18.99,Esporão,14.5,52.68,46.29526972,12.02,32.47,Alentejano,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
10 Years Old Malmsey Madeira (Rich) N.V.,4.0,1091,17.91,Blandy's,19.0,85.0,46.29526972,85.0,66.52,Terras Madeirenses,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muros Antigos Alvarinho 2021,4.0,517,21.0,Anselmo Mendes,12.5,13.75,46.29526972,3.09,75.69,Minho,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
10 Anos Porto N.V.,4.0,2296,26.99,Messias,20.0,80.45,46.29526972,79.87,42.94,Duriense,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Reserva (Field Blend) 2018,4.3,547,49.99,Quinta do Vallado,14.5,80.67,54.51,11.56,44.8,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
10 Year Old Tawny Porto N.V.,4.1,3138,14.49,Royal Oporto,20.0,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Alvarinho 2020,4.0,477,14.99,Nortico,13.5,41.51,46.29526972,0.98,69.74,Minho,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Esporão Private Selection Branco 2018,4.3,677,32.99,Esporão,14.5,56.95,46.29526972,15.23,32.85,Alentejano,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
10 Years Tawny Porto N.V.,4.0,27,20.99,Broadbent,19.5,61.73,46.29526972,9.05,53.555,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Colheita Tinto 2016,4.0,1438,19.99,Duorum,14.0,78.87,54.58,12.92,42.61,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Special Reserve Port N.V.,3.8,4599,16.97,Cockburn's,20.0,85.0,46.29526972,85.0,42.0,Duriense,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Meandro Douro Tinto 2018,4.1,2271,22.21,Quinta do Vale Meão,14.0,79.57,55.52,10.92,42.71,Duriense,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Esporão Reserva Tinto 2015,4.2,9379,26.99,Esporão,14.0,73.1,43.75,14.71,40.82,Alentejano,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Tarima Hill Old Vines Monastrell 2014,3.9,2525,15.99,Volver,15.0,59.55,69.08,8.97,55.08,Valencia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
El Rapolao (Lomas de Valtuille) 2019,4.1,232,37.94,La Vizcaína,13.5,52.73,43.36,8.03,64.54,Castilla y León,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mia Moscato N.V.,3.8,4490,10.99,Freixenet,7.0,41.39,46.29526972,9.05,43.94,Catalunya,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Unfiltered Reserva 2017,4.2,937,33.99,Muga,14.5,66.29,62.24,2.93,63.02,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Las Gravas 2019,4.1,274,39.94,Casa Castillo,14.5,84.85,61.51,10.59,66.47,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Nisia Las Suertes Verdejo Old Vines 2018,4.3,57,34.99,Ordóñez,13.0,24.76,46.29526972,24.36,49.18,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Jumilla Blue Label 2019,4.4,1872,33.99,Juan Gil,15.0,67.61,50.21,18.19,46.0,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Blanco 2020,3.8,230,14.99,Shaya,13.5,23.16,46.29526972,23.79,50.21,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Tintilla 2017,4.0,153,21.99,Vara Y Pulgar,13.0,61.64,39.75,15.27,48.2,Andalucía,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Tinto 2013,3.8,1253,19.5,El Vínculo,13.5,76.65,61.08,13.03,36.86,Castilla,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Via Edetana Tinto 2016,3.9,239,21.99,Edetària,14.5,63.69,43.58,10.69,49.92,Catalunya,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Selección 2000,4.1,286,36.99,Bodegas Urbina,13.0,62.69,58.21,1.78,61.0,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
La Caprichosa Verdejo 2019,4.0,674,17.14,Palacio de Bornos,13.5,32.45,46.29526972,26.05,53.11,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Casamaro Verdejo 2019,4.0,288,18.99,Garciarevalo,12.5,17.59,46.29526972,22.89,51.02,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Rioja 2020,3.8,90,12.99,Honoro Vera,14.5,60.28,63.16,8.54,59.54,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Albarino 2021,4.0,286,18.99,La Caña,13.5,2.74,46.29526972,59.54,57.93,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Camins del Priorat 2020,4.1,2244,24.99,Álvaro Palacios,14.5,83.68,47.91,9.56,53.7,Catalunya,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Gago G 2017,3.8,89,24.99,Telmo Rodriguez,14.5,76.55,52.9,8.8,34.65,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Time Waits For No One (Red label) 2017,3.8,3070,16.99,Finca Bacara,15.0,59.01,68.06,10.94,54.05,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
PSI 2014,4.1,5112,39.99,Dominio de Pingus,14.5,63.99,56.13,9.12,60.4,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Rioja Crianza 2017,4.0,2402,16.99,Carlos Serres,13.5,56.61,58.48,10.71,57.27,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Flor de Morca 2019,4.0,832,16.99,Morca,15.5,71.26,46.08,20.39,45.05,Aragón,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Reserva Rioja (Finca Ygay) 2015,4.1,10034,25.99,Marqués de Murrieta,14.0,63.99,59.42,9.16,60.24,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
No. 1 Red Sangria Frizzante N.V.,4.1,2067,18.99,Lolea,7.0,40.22,46.29526972,9.05,46.12,Aragón,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Atteca Garnacha (Old Vines) 2019,4.0,290,15.99,Bodegas Ateca,15.0,85.0,40.56,10.81,43.68,Aragón,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
PSI 2019,4.2,2628,34.99,Dominio de Pingus,14.0,63.99,56.13,9.12,60.4,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Character Medium Dry Amontillado Sherry N.V.,3.8,138,16.99,Sandeman,17.5,65.28,46.29526972,68.51,64.91,Andalucía,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Viña Alberdi Reserva 2016,4.2,5196,20.99,La Rioja Alta,13.5,64.22,60.13,6.09,61.46,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Almiréz 2007,3.9,104,29.99,Teso La Monja,14.5,76.61,53.11,9.37,35.83,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Rioja Reserva 2015,4.0,509,28.99,Torre de Oña,14.5,62.94,62.05,8.68,61.61,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Rioja Reserva 2016,3.8,127,15.99,Muriel,14.5,64.57,60.81,5.45,63.23,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Crianza 2018,3.8,68,35.99,Trus,14.5,62.78,52.03,12.25,58.99,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Crianza Tinto 2017,4.2,3405,37.16,Pago de Los Capellanes,14.5,64.36,54.31,12.53,59.53,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Garnacha 2016,4.0,147,24.99,Tobelos,14.0,63.39,63.69,16.0,60.54,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
AGNVS Crianza Tempranillo 2016,4.0,90,15.95,Bodegas Valdelana,14.0,62.28,65.28,9.84,57.17,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Pena do Lobo 2015,3.9,48,26.99,Bodega Losada Fernandez,12.5,54.36,39.86,5.22,61.23,Galicia,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Palo Cortado Península Jerez-Xérès-Sherry Seco-Dry N.V.,4.0,1045,25.99,Lustau,19.0,64.6,46.29526972,37.95,61.93,Andalucía,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Rioja Blanco 2019,4.0,391,23.99,Ostatu,13.0,75.82,46.29526972,10.39,54.29,Rioja,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Porrera (Vi di la Vila) 2018,4.2,32,24.99,Black Slate,15.0,85.0,48.92,6.39,54.17,Catalunya,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Granbazán Etiqueta Verde Albariño 2020,3.9,976,25.99,Agro de Bazán,13.0,10.22,46.29526972,42.96,60.73,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Atteca Garnacha (Old Vines) 2018,4.0,590,15.99,Bodegas Ateca,15.0,85.0,40.56,10.81,43.68,Aragón,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
E (Spain) N.V.,3.9,9082,19.99,Locations,14.5,68.27,37.58,7.62,43.94,Vino de España,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Ribera del Duero Crianza 2011,3.8,1537,19.99,Legaris,14.5,66.18,56.97,13.07,61.48,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Mucho Más Tinto N.V.,4.2,40271,14.99,Félix Solís,14.0,63.0,38.75,33.21,33.01,Vino de España,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Martinsancho Verdejo Rueda 2015,3.8,184,17.99,Angel Rodriguez,13.0,21.81,46.29526972,23.78,53.57,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Goru Gold 2017,3.8,3716,10.65,EGO,14.5,67.43,42.27,6.53,46.59,Murcia,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Entresuelos Tempranillo 2017,3.8,589,16.99,Tridente,14.0,77.34,59.88,6.3,37.49,Castilla y León,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Albariño Rías Baixas 2020,3.8,75,19.99,Lagar Da Condesa,12.5,13.59,46.29526972,43.42,59.31,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Jumilla Blue Label 2020,4.3,116,30.98,Juan Gil,15.0,67.61,50.21,18.19,46.0,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Ribera del Duero Tinto 2009,3.9,1910,10.99,Cepa 21,14.0,64.2,56.78,13.11,60.84,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Palacio Quemado La Zarcita 2018,3.8,252,18.0,Alvear,14.0,66.91,43.94,9.86,47.34,Extremadura,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
La Atalaya del Camino 2019,4.2,1382,16.98,Atalaya,14.5,61.73,46.29526972,9.05,53.555,Castilla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gran Reserva Ribera del Duero 2014,4.0,429,27.99,Condado de Oriza,14.0,61.83,58.39,9.1,61.01,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Selección La Aguilera 2016,4.2,740,24.99,Dominio de Cair,14.0,59.69,62.91,16.04,58.39,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Atalayas de Golbán Ribera del Duero Crianza 2016,3.8,183,19.98,Dominio de Atauta,14.5,65.08,56.5,18.34,58.47,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Granbazán Albariño Etiqueta Ámbar 2021,4.1,326,28.99,Agro de Bazán,12.5,10.98,46.29526972,46.32,58.18,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Jumilla Yellow Label 2019,3.8,1906,19.99,Juan Gil,14.5,58.26,67.77,14.54,54.02,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Viñas del lago 2018,3.9,100,25.99,Marta Mate,13.5,49.81,51.58,29.65,53.02,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Pétalos 2020,4.0,805,22.99,Descendientes de J. Palacios,14.1,53.03,41.87,5.33,64.64,Castilla y León,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Single Vineyard Tempranillo 2019,4.0,330,18.14,Volver,14.5,75.69,53.61,8.4,36.98,Castilla,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Crianza 2016,3.9,602,17.37,Proelio,14.0,59.77,59.85,13.01,57.3,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Única Reserva 2016,4.0,287,29.99,Sierra Cantabria,14.5,64.85,62.07,7.64,61.87,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Kentia Albariño 2020,3.8,102,17.99,Orowines,13.0,7.0,46.29526972,49.61,59.65,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Crianza Rioja 2017,3.8,2378,17.99,Lan,13.5,61.47,61.5,8.27,61.21,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Goru Gold 2017,3.8,3716,10.65,EGO,14.5,67.43,42.27,6.53,46.59,Murcia,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Emilín Moscatel Sherry (Solera Reserva) N.V.,4.0,835,27.99,Lustau,17.0,69.7,46.29526972,73.28,62.01,Andalucía,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Carrasviñas Rueda Verdejo 2020,3.9,511,18.33,Bodegas Félix Lorenzo Cachazo,13.2,27.42,46.29526972,22.0,50.48,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Castroviejo Reserva 2016,4.3,141,19.99,Pastor Diaz,13.5,65.28,62.8,5.01,62.05,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Casamaro Verdejo 2020,3.8,183,18.99,Garciarevalo,12.5,17.59,46.29526972,22.89,51.02,Castilla y León,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Albariño 2021,3.8,103,15.74,Viña Nora,13.0,6.8,46.29526972,54.08,55.82,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12 Linajes Crianza 2014,3.9,350,24.99,Bodegas Gormaz,14.5,66.24,56.64,7.52,62.29,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Pies Negros Rioja 2018,3.8,780,19.5,Artuke,14.0,60.91,61.02,8.52,57.63,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Leirana Albariño 2020,3.9,320,29.99,Forjas del Salnés,13.0,12.34,46.29526972,45.49,60.43,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Svmma Varietalis Red Blend (Summa) 2012,4.1,479,22.99,Marqués de Griñon,14.5,67.59,46.48,10.49,44.93,Castilla,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Albarino 2020,4.1,921,22.99,La Caña,13.5,2.74,46.29526972,59.54,57.93,Galicia,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
Termes 2017,4.0,1194,20.99,Bodega Numanthia,14.5,78.53,52.86,5.47,34.38,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Reserva Rioja (Finca Ygay) 2017,4.2,2950,26.99,Marqués de Murrieta,14.5,63.99,59.42,9.16,60.24,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
I Gran Reserva 2010,4.0,4193,33.99,Bodegas Faustino,13.5,62.05,58.31,8.06,59.81,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Termes 2018,4.0,488,18.99,Bodega Numanthia,14.5,78.53,52.86,5.47,34.38,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Dominio de Taurum 2020,4.2,67,18.99,Lui & William Wines,14.5,78.04,56.02,10.58,34.01,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Viña Lanciano Reserva 2015,4.2,652,26.99,Lan,13.5,63.67,60.49,13.27,60.14,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Jumilla Silver Label 2018,3.9,5292,15.99,Juan Gil,15.0,59.89,67.52,15.24,53.15,Murcia,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Tempranillo 2015,4.0,73,22.99,Rolland & Galarreta 'R&G',14.0,64.33,63.78,5.79,62.51,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Tinto 2018,4.2,125,19.99,Coster dels Olivers,15.0,85.0,46.27,1.0,57.61,Catalunya,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Blanc de Blancs Brut 2014,3.8,643,39.99,Raventós i Blanc,12.0,40.19,46.29526972,9.05,58.38,Catalunya,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
El Chaparral de Vega Sindoa Old Vines Garnacha 2018,3.9,372,19.99,Bodegas Nekeas,15.0,84.89,40.14,8.23,45.86,Navarra,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
Acústic Negre 2014,3.8,803,16.99,Acustic Celler,15.0,75.65,49.25,13.68,53.92,Catalunya,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Ribera del Duero 2016,4.0,1110,32.99,Finca Villacreces,14.0,66.05,56.78,8.09,59.8,Castilla y León,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Rioja Crianza 2016,3.9,1583,14.97,Valserrano,14.5,64.79,63.56,5.1,62.91,Rioja,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Cuvée de O Mencia 2017,3.8,226,20.99,Avancia,13.0,54.23,43.34,5.11,65.18,Galicia,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Blau 2018,3.8,1810,15.99,Can Blau,14.5,77.46,48.85,6.64,54.79,Catalunya,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Cava Rosé N.V.,4.0,447,12.99,Castell de Sant Pau,11.0,32.57,46.29526972,9.05,56.7,Cava,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
